ID,Style,Category,Artist,Title,TitleOnly: anticipation,TitleOnly: happiness,TitleOnly: fear,TitleOnly: sadness,TitleOnly: surprise,TitleOnly: trust,dist,label
57727fb8edc2cb3880eecaef,Modern Art,Surrealism,Edward Weston,"Dunes, Oceano",0.25,0.5833,0.0,0.0833,0.0833,0.0,[[0.25 0.5833 0.0 0.0833 0.0833 0.0]],1
577284e2edc2cb3880ff2f1e,Modern Art,Neo-Expressionism,Manuel Neri,Figure with Legs Crossed,0.3333,0.3333,0.0,0.0,0.1667,0.1667,[[0.3333 0.3333 0.0 0.0 0.1667 0.1667]],0
5772798fedc2cb3880dbc750,Renaissance Art,Northern Renaissance,Martin Schongauer,Ecce Homo,0.5,0.0,0.0,0.0,0.5,0.0,[[0.5 0.0 0.0 0.0 0.5 0.0]],0
57728219edc2cb3880f6b0be,Post Renaissance Art,Neoclassicism,Vieira Portuense,S&#250;plica de In&#234;s de Castro,0.4286,0.0,0.0,0.2857,0.1429,0.1429,[[0.4286 0.0 0.0 0.2857 0.1429 0.1429]],0
577283d0edc2cb3880fbe34c,Modern Art,Abstract Expressionism,Jock Macdonald,From a Riviera Window,0.3333,0.3333,0.0833,0.0,0.1667,0.0833,[[0.3333 0.3333 0.0833 0.0 0.1667 0.0833]],0
5772812dedc2cb3880f3ad4d,Modern Art,Cubism,Louis Marcoussis,La Table,1.0,0.0,0.0,0.0,0.0,0.0,[[1.0 0.0 0.0 0.0 0.0 0.0]],0
57727cd1edc2cb3880e5de05,Modern Art,Impressionism,Max Liebermann,Woman and Her Goats in the Dunes,0.125,0.375,0.125,0.0,0.0,0.375,[[0.125 0.375 0.125 0.0 0.0 0.375]],1
577280f3edc2cb3880f30270,Modern Art,Neo-Expressionism,Nyoman Masriadi,Save the Land,0.25,0.375,0.25,0.0,0.0,0.125,[[0.25 0.375 0.25 0.0 0.0 0.125]],1
57726ea4edc2cb3880b7e54e,Post Renaissance Art,Realism,Jean-Francois Millet,Harvesters Resting,0.125,0.625,0.125,0.0,0.0,0.125,[[0.125 0.625 0.125 0.0 0.0 0.125]],1
577287c8edc2cb388008244b,Modern Art,Neo-Expressionism,Nathan Oliveira,Golden Head,0.25,0.3333,0.0,0.0,0.0833,0.3333,[[0.25 0.3333 0.0 0.0 0.0833 0.3333]],1
5772857fedc2cb38800120d4,Post Renaissance Art,Romanticism,John Hoppner,Mary Robinson as Perdita,0.3176,0.1908,0.0157,0.0157,0.1426,0.3176,[[0.3176 0.1908 0.0157 0.0157 0.1426 0.3176]],0
57727b73edc2cb3880e18b92,Post Renaissance Art,Realism,Fyodor Vasilyev,Rye,0.25,0.5,0.0,0.0,0.0,0.25,[[0.25 0.5 0.0 0.0 0.0 0.25]],1
57727d89edc2cb3880e7e8d7,Renaissance Art,High Renaissance,Andrea Solario,The Lute Player,0.1818,0.6364,0.0,0.0909,0.0,0.0909,[[0.1818 0.6364 0.0 0.0909 0.0 0.0909]],1
57727759edc2cb3880d461ff,Post Renaissance Art,Romanticism,Vasily Tropinin,Portrait of Alexander Pushkin,0.2669,0.0667,0.0667,0.0667,0.0667,0.4662,[[0.2669 0.0667 0.0667 0.0667 0.0667 0.4662]],5
57727696edc2cb3880d1f359,Renaissance Art,Early Renaissance,Filippo Lippi,Annunciation,0.2949,0.2051,0.0128,0.0513,0.1026,0.3333,[[0.2949 0.2051 0.0128 0.0513 0.1026 0.3333]],5
577285e4edc2cb388002632f,Modern Art,Pop Art,Allen Jones,Table,0.5714,0.0,0.0,0.1429,0.1429,0.1429,[[0.5714 0.0 0.0 0.1429 0.1429 0.1429]],0
57726ecdedc2cb3880b8857f,Modern Art,Post-Impressionism,Paul Gauguin,The Seed of the Areoi,0.2,0.2,0.1,0.1,0.2,0.2,[[0.2 0.2 0.1 0.1 0.2 0.2]],0
5772845fedc2cb3880fdc0e9,Modern Art,Post-Impressionism,Santiago Rusinol,Terraced Garden in Mallorca,0.1,0.7,0.0,0.0,0.1,0.1,[[0.1 0.7 0.0 0.0 0.1 0.1]],1
59839e9cedc2c9658c2f54cd,Modern Art,Lyrical Abstraction,Li CHEVALIER,Arrachement,0.4444,0.1111,0.1111,0.0,0.2222,0.1111,[[0.4444 0.1111 0.1111 0.0 0.2222 0.1111]],0
57727043edc2cb3880bd8d6a,Post Renaissance Art,Realism,Camille Corot,Souvenir of Mortefontaine,0.4286,0.2857,0.0,0.1429,0.1429,0.0,[[0.4286 0.2857 0.0 0.1429 0.1429 0.0]],0
577281caedc2cb3880f59ad8,Post Renaissance Art,Neoclassicism,Gheorghe Tattarescu,"February 11th, 1866 - The Modern Romania",0.6159,0.0,0.0,0.0,0.0766,0.3075,[[0.6159 0.0 0.0 0.0 0.0766 0.3075]],0
577287c4edc2cb3880081d4b,Renaissance Art,Northern Renaissance,Nicholas Hilliard,Elizabeth I - The Pelican Portrait,0.0,0.2857,0.0,0.0,0.0,0.7143,[[0.0 0.2857 0.0 0.0 0.0 0.7143]],5
57728736edc2cb388006b3a6,Modern Art,Abstract Expressionism,William Turnbull,Head,0.2,0.0,0.0,0.2,0.6,0.0,[[0.2 0.0 0.0 0.2 0.6 0.0]],4
577278cfedc2cb3880d93a9e,Renaissance Art,High Renaissance,Vittore Carpaccio,The Virgin Reading,0.1818,0.5455,0.0,0.0,0.0909,0.1818,[[0.1818 0.5455 0.0 0.0 0.0909 0.1818]],1
57727e83edc2cb3880eb0d2b,Renaissance Art,High Renaissance,Andrea Mantegna,Julius Caesar on a triumphal car,0.3,0.2,0.1,0.0,0.1,0.3,[[0.3 0.2 0.1 0.0 0.1 0.3]],0
577281a6edc2cb3880f510b1,Modern Art,Cubism,Lyonel Feininger,Jesuiten III (Jesuits III),0.1667,0.3333,0.0,0.0,0.0,0.5,[[0.1667 0.3333 0.0 0.0 0.0 0.5]],5
577272d6edc2cb3880c69b39,Modern Art,Post-Impressionism,Paul Cezanne,Mont Sainte-Victoire,0.2631,0.2631,0.0353,0.0353,0.0524,0.3508,[[0.2631 0.2631 0.0353 0.0353 0.0524 0.3508]],5
57728a18edc2cb38800fd615,Post Renaissance Art,Romanticism,Charles Turner,Cyril Jackson,0.2727,0.2727,0.0909,0.0909,0.1818,0.0909,[[0.2727 0.2727 0.0909 0.0909 0.1818 0.0909]],0
57728261edc2cb3880f7748f,Post Renaissance Art,Rococo,Canaletto,Perspective with a Portico,0.5556,0.1111,0.0,0.0,0.1111,0.2222,[[0.5556 0.1111 0.0 0.0 0.1111 0.2222]],0
57728108edc2cb3880f3227e,Post Renaissance Art,Rococo,Dmitry Levitzky,Portrait of Countess N. F. Vorontsova,0.1111,0.0,0.0,0.0,0.1111,0.7778,[[0.1111 0.0 0.0 0.0 0.1111 0.7778]],5
57728225edc2cb3880f6c23d,Modern Art,Art Informel,Julius Bissier,29.6.61 T,0.4286,0.0,0.0,0.1429,0.2857,0.1429,[[0.4286 0.0 0.0 0.1429 0.2857 0.1429]],0
57727b79edc2cb3880e18fc4,Post Renaissance Art,Romanticism,George Stubbs,Mares and Foals in a River Landscape,0.4995,0.1668,0.0,0.0,0.1668,0.1668,[[0.4995 0.1668 0.0 0.0 0.1668 0.1668]],0
57728736edc2cb388006b406,Modern Art,Abstract Expressionism,William Turnbull,Horse,0.1429,0.5714,0.0,0.0,0.0,0.2857,[[0.1429 0.5714 0.0 0.0 0.0 0.2857]],1
57728172edc2cb3880f46baf,Modern Art,Art Informel,Jean Rene Bazaine,Chicago (detail),0.5,0.3,0.0,0.0,0.2,0.0,[[0.5 0.3 0.0 0.0 0.2 0.0]],0
577270e8edc2cb3880bfa325,Modern Art,Neo-Expressionism,Jean-Michel Basquiat,Bird on Money,0.3846,0.1538,0.0769,0.2308,0.1538,0.0,[[0.3846 0.1538 0.0769 0.2308 0.1538 0.0]],0
577279ceedc2cb3880dc81af,Modern Art,Expressionism,Franz Marc,Blue Fox,0.2222,0.3333,0.1111,0.0,0.1111,0.2222,[[0.2222 0.3333 0.1111 0.0 0.1111 0.2222]],1
57727802edc2cb3880d64fcf,Modern Art,Surrealism,Balthus,Children,0.0834,0.7498,0.0,0.0,0.0834,0.0834,[[0.0834 0.7498 0.0 0.0 0.0834 0.0834]],1
57727029edc2cb3880bd081a,Renaissance Art,High Renaissance,Pietro Perugino,The vision of St. Bernard,0.0,0.1429,0.0,0.0,0.1429,0.7143,[[0.0 0.1429 0.0 0.0 0.1429 0.7143]],5
577283cbedc2cb3880fbda39,Modern Art,Abstract Expressionism,Aaron Siskind,Feet 102,0.5714,0.2857,0.0,0.0,0.1429,0.0,[[0.5714 0.2857 0.0 0.0 0.1429 0.0]],0
5772839fedc2cb3880fb4537,Modern Art,Impressionism,Henry Herbert La Thangue,"Farm Near Horsey, Norfolk",0.2222,0.6667,0.0,0.1111,0.0,0.0,[[0.2222 0.6667 0.0 0.1111 0.0 0.0]],1
57727f93edc2cb3880ee394c,Modern Art,Post-Impressionism,Stefan Luchian,Interior (Lorica),0.3333,0.3333,0.0,0.1111,0.1111,0.1111,[[0.3333 0.3333 0.0 0.1111 0.1111 0.1111]],0
57727ec7edc2cb3880ec220c,Post Renaissance Art,Neoclassicism,Yannoulis Chalepas,"Mercury, Venus and Pegasus",0.3333,0.1333,0.0,0.0,0.2,0.3333,[[0.3333 0.1333 0.0 0.0 0.2 0.3333]],0
57727564edc2cb3880ce16c4,Post Renaissance Art,Realism,Vasily Perov,Last Journey,0.1668,0.0,0.1668,0.6664,0.0,0.0,[[0.1668 0.0 0.1668 0.6664 0.0 0.0]],3
57726e43edc2cb3880b694c1,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,Parable of the Blind,0.2,0.2,0.0,0.5,0.0,0.1,[[0.2 0.2 0.0 0.5 0.0 0.1]],3
577282e6edc2cb3880f940ee,Modern Art,Surrealism,Brassai,"Couple kissing under the Pont au Double, Paris",0.1429,0.7143,0.0,0.1429,0.0,0.0,[[0.1429 0.7143 0.0 0.1429 0.0 0.0]],1
57727f92edc2cb3880ee392c,Modern Art,Post-Impressionism,Stefan Luchian,Hair Washing,0.1,0.5,0.0,0.1,0.1,0.2,[[0.1 0.5 0.0 0.1 0.1 0.2]],1
57728415edc2cb3880fca475,Post Renaissance Art,Baroque,Artemisia Gentileschi,Portrait of a Condottiero,0.1818,0.0909,0.0,0.0,0.0909,0.6364,[[0.1818 0.0909 0.0 0.0 0.0909 0.6364]],5
577286aaedc2cb388004e49a,Post Renaissance Art,Romanticism,Horace Vernet,The Emperor Napoleon I,0.0714,0.1429,0.0714,0.0714,0.0,0.6429,[[0.0714 0.1429 0.0714 0.0714 0.0 0.6429]],5
577287ceedc2cb3880082ecd,Modern Art,Neo-Expressionism,Henry Villierme,A Quiet Moment,0.091,0.727,0.0,0.091,0.0,0.091,[[0.091 0.727 0.0 0.091 0.0 0.091]],1
57727ca6edc2cb3880e542d2,Post Renaissance Art,Baroque,Esaias van de Velde,Ice on the moat entertainment,0.1538,0.3846,0.0,0.1538,0.1538,0.1538,[[0.1538 0.3846 0.0 0.1538 0.1538 0.1538]],1
577280e0edc2cb3880f28f46,Modern Art,Pop Art,Patrick Caulfield,Still Life with Dagger,0.2675,0.0934,0.291,0.1623,0.116,0.0698,[[0.2675 0.0934 0.291 0.1623 0.116 0.0698]],2
577281f5edc2cb3880f62505,Modern Art,Cubism,F&#233;lix Del Marle,Study for a portrait of Jean Dupr&#233;,0.2723,0.1819,0.1819,0.0,0.1819,0.1819,[[0.2723 0.1819 0.1819 0.0 0.1819 0.1819]],0
5772832fedc2cb3880fa0ccf,Modern Art,Expressionism,Helene Schjerfbeck,Self-portrait with Black Background,0.6002,0.0,0.0,0.0,0.0996,0.3001,[[0.6002 0.0 0.0 0.0 0.0996 0.3001]],0
57728067edc2cb3880f1288d,Modern Art,Cubism,Andr&#233; Lhote,Le Port de Bordeaux,0.25,0.25,0.25,0.0,0.0,0.25,[[0.25 0.25 0.25 0.0 0.0 0.25]],0
577277bbedc2cb3880d58903,Modern Art,Surrealism,Jean Arp,Human Concretion,0.25,0.0,0.1667,0.0833,0.3333,0.1667,[[0.25 0.0 0.1667 0.0833 0.3333 0.1667]],4
577277fcedc2cb3880d646d5,Modern Art,Impressionism,Willard Metcalf,Old Woman with Child and Goose,0.0743,0.5737,0.0186,0.0372,0.0186,0.2776,[[0.0743 0.5737 0.0186 0.0372 0.0186 0.2776]],1
57728045edc2cb3880f09f7f,Modern Art,Abstract Expressionism,Henri Matisse,The Beasts of the Sea,0.2,0.1,0.6,0.1,0.0,0.0,[[0.2 0.1 0.6 0.1 0.0 0.0]],2
57727bd5edc2cb3880e2c5b4,Modern Art,Color Field Painting,Barnett Newman,Midnight Blue,0.2308,0.3846,0.0769,0.0769,0.1538,0.0769,[[0.2308 0.3846 0.0769 0.0769 0.1538 0.0769]],1
577281c2edc2cb3880f58f90,Post Renaissance Art,Neoclassicism,Abraham van Strij,Winter landscape,0.1667,0.5833,0.0,0.0833,0.0833,0.0833,[[0.1667 0.5833 0.0 0.0833 0.0833 0.0833]],1
57728415edc2cb3880fca3b5,Post Renaissance Art,Baroque,Artemisia Gentileschi,An Allegory of Peace and the Arts under the English Crown,0.3636,0.2727,0.0,0.0,0.0909,0.2727,[[0.3636 0.2727 0.0 0.0 0.0909 0.2727]],0
57728143edc2cb3880f3d1b1,Post Renaissance Art,Neoclassicism,John William Godward,Under the Blossom that Hangs on the Bough,0.3333,0.4167,0.0833,0.0,0.0833,0.0833,[[0.3333 0.4167 0.0833 0.0 0.0833 0.0833]],1
577288f1edc2cb38800bff1f,Contemporary Art,Minimalism,Nasreen Mohamedi,Untitled,1.0,0.0,0.0,0.0,0.0,0.0,[[1.0 0.0 0.0 0.0 0.0 0.0]],0
593467a4edc2c9b408c15286,Modern Art,Expressionism,Stanisław Wyspiański,Portret Pagaczewskiego,0.1243,0.2504,0.0,0.1243,0.0,0.5009,[[0.1243 0.2504 0.0 0.1243 0.0 0.5009]],5
57728703edc2cb3880061039,Modern Art,Lyrical Abstraction,Kazuo Shiraga,Sacred Flame,0.2727,0.0909,0.1818,0.0,0.0909,0.3636,[[0.2727 0.0909 0.1818 0.0 0.0909 0.3636]],5
57728325edc2cb3880f9fd85,Renaissance Art,Northern Renaissance,Cristovao de Figueiredo,Tr&#226;nsito da virgem,0.25,0.25,0.0,0.125,0.125,0.25,[[0.25 0.25 0.0 0.125 0.125 0.25]],0
5772837dedc2cb3880fabbc2,Modern Art,Impressionism,Marianne North,Red Sea,0.3,0.3,0.2,0.0,0.1,0.1,[[0.3 0.3 0.2 0.0 0.1 0.1]],0
57728478edc2cb3880fde8d1,Modern Art,Abstract Expressionism,Victor Hugo,Abstract Composition,0.3336,0.0834,0.0834,0.0,0.4995,0.0,[[0.3336 0.0834 0.0834 0.0 0.4995 0.0]],4
5772848dedc2cb3880fe5c7f,Post Renaissance Art,Baroque,Paul Bril,View of a Port,0.2,0.8,0.0,0.0,0.0,0.0,[[0.2 0.8 0.0 0.0 0.0 0.0]],1
57727ee7edc2cb3880ec4f8e,Post Renaissance Art,Neoclassicism,Giacomo Quarenghi,View of the New Jerusalem Monastery near Moscow,0.3333,0.3333,0.0,0.0,0.0,0.3333,[[0.3333 0.3333 0.0 0.0 0.0 0.3333]],0
57728194edc2cb3880f4f5bd,Modern Art,Art Informel,Alberto Burri,Combustione,0.1,0.1,0.4,0.0,0.3,0.1,[[0.1 0.1 0.4 0.0 0.3 0.1]],2
57727ce5edc2cb3880e5fb4f,Modern Art,Impressionism,Pericles Pantazis ,Mauvaise Recette,0.4,0.2,0.0,0.1,0.2,0.1,[[0.4 0.2 0.0 0.1 0.2 0.1]],0
577287f5edc2cb388008c4d9,Modern Art,Lyrical Abstraction,Marcelle Loubchansky,Sans titre,0.3333,0.2222,0.0,0.1111,0.2222,0.1111,[[0.3333 0.2222 0.0 0.1111 0.2222 0.1111]],0
57728794edc2cb3880077e35,Contemporary Art,Minimalism,Gianni Piacentino,Dull-Amaranth Disk,0.834,0.0,0.0,0.0,0.0,0.166,[[0.834 0.0 0.0 0.0 0.0 0.166]],0
57727dd8edc2cb3880e90c81,Post Renaissance Art,Baroque,Adriaen van de Venne,Fishing for Souls,0.2246,0.1351,0.2588,0.157,0.1237,0.1009,[[0.2246 0.1351 0.2588 0.157 0.1237 0.1009]],2
57727ab7edc2cb3880df97fa,Modern Art,Cubism,Max Beckmann,The Iron Bridge (View of Frankfurt),0.2222,0.3333,0.0,0.1111,0.2222,0.1111,[[0.2222 0.3333 0.0 0.1111 0.2222 0.1111]],1
58d32aededc2c998786cbeb5,Modern Art,Magic Realism,Nina Tokhtaman Valetova,Infinity,0.25,0.1667,0.0,0.0833,0.25,0.25,[[0.25 0.1667 0.0 0.0833 0.25 0.25]],0
57728400edc2cb3880fc8331,Modern Art,Art Informel,Zao Wou-Ki,Vol d’oiseaux,0.2002,0.2002,0.0,0.0,0.5995,0.0,[[0.2002 0.2002 0.0 0.0 0.5995 0.0]],4
5772797dedc2cb3880db565a,Post Renaissance Art,Realism,Nikolai Ge,Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof,0.1,0.0,0.4,0.2,0.1,0.2,[[0.1 0.0 0.4 0.2 0.1 0.2]],2
57728619edc2cb38800309bd,Post Renaissance Art,Romanticism,Thomas Girtin,Pont-y-Pair,0.4,0.2,0.0,0.0,0.2,0.2,[[0.4 0.2 0.0 0.0 0.2 0.2]],0
